Serial_No,Constituency_ No.,Constituency_Name,Total_Electors,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percent_Valid_Votes,Percent_Total_Electors
4,128, ODDANCHATRAM ,220263,Ragupathi. P,MALE,56,GENERAL,NTK,Carrying,5382,72,5454,2.71,2.48
6,128, ODDANCHATRAM ,220263,Prabaharan. M,MALE,35,GENERAL,IND,Diamond,646,0,646,0.32,0.29
7,128, ODDANCHATRAM ,220263,Murugaraj. P,MALE,41,SC,BSP,Elephant,508,8,516,0.26,0.23
9,128, ODDANCHATRAM ,220263,Nagul Prakash. A,MALE,32,GENERAL,IND,Trumpet,240,0,240,0.12,0.11
10,128, ODDANCHATRAM ,220263,Raghunath. K,MALE,29,GENERAL,IND,Computer,216,0,216,0.11,0.1
12,128, ODDANCHATRAM ,220263,Kumarrathinam. M,MALE,55,GENERAL,IND,Sitar,174,1,175,0.09,0.08
13,128, ODDANCHATRAM ,220263,Chellamuthu. K,MALE,61,GENERAL,IND,Cake,101,0,101,0.05,0.05
14,128, ODDANCHATRAM ,220263,Ananthraj. T,MALE,40,SC,IND,Cauliflower,99,0,99,0.05,0.04
15,128, ODDANCHATRAM ,220263,Arumugam. M,MALE,59,GENERAL,IND,Gas cylinder,89,0,89,0.04,0.04
1,129, ATHOOR ,262329,I. Periasamy,MALE,73,GENERAL,DMK,Rising sun,104467,1773,106240,44.79,40.5
2,129, ATHOOR ,262329,N. Kalaiselvi,FEMALE,50,GENERAL,TVK,Whistle,83113,759,83872,35.36,31.97
3,129, ATHOOR ,262329,A. Viswanathan,MALE,72,GENERAL,ADMK,Two leaves,32172,305,32477,13.69,12.38
4,129, ATHOOR ,262329,Dr. A. Simon Justin,MALE,44,GENERAL,NTK,Carrying,9759,187,9946,4.19,3.79
8,129, ATHOOR ,262329,K. Visvanathan,MALE,62,GENERAL,IND,Cot,538,0,538,0.23,0.21
9,129, ATHOOR ,262329,S. Karthigaiselvan,MALE,30,SC,BSP,Elephant,525,6,531,0.22,0.2
10,129, ATHOOR ,262329,P. Manivel,MALE,44,SC,IND,Truck,353,0,353,0.15,0.13
11,129, ATHOOR ,262329,M. Periyasamy,MALE,47,GENERAL,IND,Bat,225,11,236,0.1,0.09
12,129, ATHOOR ,262329,K. Jayaprakash,MALE,41,SC,PT,Gas cylinder,226,4,230,0.1,0.09
14,129, ATHOOR ,262329,S. Bala Murugan,MALE,36,GENERAL,tavk,Camera,177,6,183,0.08,0.07
16,129, ATHOOR ,262329,K. Velmurugan,MALE,47,GENERAL,IND,Electric pole,114,0,114,0.05,0.04
2,130, NILAKKOTTAI (SC) ,221565,Nagajothi.s,FEMALE,42,SC,DMK,Rising sun,64944,711,65655,33.23,29.63
3,130, NILAKKOTTAI (SC) ,221565,Thenmozhi.s,FEMALE,64,SC,ADMK,Two leaves,49510,414,49924,25.27,22.53
4,130, NILAKKOTTAI (SC) ,221565,Dr.kailai Rajan.d,MALE,74,SC,NTK,Carrying,8486,129,8615,4.36,3.89
5,130, NILAKKOTTAI (SC) ,221565,Selvam.p B.a. B.l.,MALE,45,SC,RPI(A),Ganna kisan,738,25,763,0.39,0.34
7,130, NILAKKOTTAI (SC) ,221565,Manikandan.p,MALE,46,SC,IND,Peas,515,0,515,0.26,0.23
8,130, NILAKKOTTAI (SC) ,221565,Rajalakshmi.m,FEMALE,34,SC,BSP,Elephant,501,4,505,0.26,0.23
9,130, NILAKKOTTAI (SC) ,221565,Sankar.p,MALE,46,SC,PT,Gas cylinder,427,14,441,0.22,0.2
12,130, NILAKKOTTAI (SC) ,221565,Manoharan.m,MALE,61,SC,IND,Ring,349,0,349,0.18,0.16
13,130, NILAKKOTTAI (SC) ,221565,Alappan.a,MALE,44,SC,IND,Sitar,330,1,331,0.17,0.15
14,130, NILAKKOTTAI (SC) ,221565,Perumal.n,MALE,73,SC,IND,Television,237,1,238,0.12,0.11
15,130, NILAKKOTTAI (SC) ,221565,Chellam.k,MALE,71,SC,IND,Iron,160,2,162,0.08,0.07
16,130, NILAKKOTTAI (SC) ,221565,Karuppaiah.s,MALE,45,SC,IND,Electric pole,59,0,59,0.03,0.03
1,131, NATHAM ,261393,Natham Viswanathan R,MALE,76,GENERAL,ADMK,Two leaves,85215,493,85708,35.84,32.79
2,131, NATHAM ,261393,Selvakumar K,MALE,46,GENERAL,DMK,Rising sun,73336,503,73839,30.88,28.25
3,131, NATHAM ,261393,Ramesh L N,MALE,47,GENERAL,TVK,Whistle,64603,394,64997,27.18,24.87
4,131, NATHAM ,261393,Alagammal A,FEMALE,36,GENERAL,NTK,Carrying,9570,107,9677,4.05,3.7
5,131, NATHAM ,261393,Alex S,MALE,43,SC,tavk,Camera,715,0,715,0.3,0.27
7,131, NATHAM ,261393,Vadivel K,MALE,46,GENERAL,IND,Water tank,584,0,584,0.24,0.22
8,131, NATHAM ,261393,Vijayakumar S,MALE,31,GENERAL,IND,Box,465,0,465,0.19,0.18
9,131, NATHAM ,261393,Gopal R,MALE,49,SC,IND,Diamond,307,0,307,0.13,0.12
10,131, NATHAM ,261393,Murugesan C,MALE,48,GENERAL,IND,Television,289,0,289,0.12,0.11
11,131, NATHAM ,261393,Murugan K,MALE,44,SC,IND,Black board,273,0,273,0.11,0.1
12,131, NATHAM ,261393,Rajasekaran P,MALE,27,GENERAL,AJPK,Gas cylinder,246,1,247,0.1,0.09
13,131, NATHAM ,261393,Maria Arockiam S,MALE,57,GENERAL,IND,Cot,245,0,245,0.1,0.09
14,131, NATHAM ,261393,Rama Janarthanan S,MALE,45,GENERAL,IND,Laptop,233,0,233,0.1,0.09
15,131, NATHAM ,261393,Venkatesh P,MALE,34,GENERAL,IND,Cauliflower,175,0,175,0.07,0.07
16,131, NATHAM ,261393,Satham Usain M,MALE,30,GENERAL,IND,Bat,154,1,155,0.06,0.06
17,131, NATHAM ,261393,Venkatesan G,MALE,54,GENERAL,IND,Computer,148,1,149,0.06,0.06
18,131, NATHAM ,261393,Manikandan V,MALE,49,SC,IND,Road roller,137,1,138,0.06,0.05
19,131, NATHAM ,261393,Tamilselvan C,MALE,43,GENERAL,IND,Flute,108,3,111,0.05,0.04
20,131, NATHAM ,261393,Vijayakumar S,MALE,47,SC,PT,Bucket,103,0,103,0.04,0.04
22,131, NATHAM ,261393,Sundar C,MALE,44,GENERAL,IND,Balloon,53,0,53,0.02,0.02
1,132, DINDIGUL ,242126,Senthilkumar. I.p,MALE,47,GENERAL,DMK,Rising sun,73160,1329,74489,35.13,30.76
2,132, DINDIGUL ,242126,Nazeer Raja. G,MALE,49,GENERAL,TVK,Whistle,72510,848,73358,34.6,30.3
3,132, DINDIGUL ,242126,Sreenivasan. C,MALE,78,GENERAL,ADMK,Two leaves,53228,758,53986,25.46,22.3
4,132, DINDIGUL ,242126,Mutharasi. S,FEMALE,35,GENERAL,NTK,Carrying,7142,157,7299,3.44,3.01
6,132, DINDIGUL ,242126,Selvadhayanithi. M,MALE,28,GENERAL,IND,Socks,252,0,252,0.12,0.1
7,132, DINDIGUL ,242126,Sheik Bareeth.b,MALE,38,GENERAL,tavk,Camera,246,3,249,0.12,0.1
8,132, DINDIGUL ,242126,Nagaraj. N,MALE,41,GENERAL,IND,Road roller,211,0,211,0.1,0.09
9,132, DINDIGUL ,242126,Pradeep. M,MALE,34,SC,PT,Gas cylinder,193,10,203,0.1,0.08
10,132, DINDIGUL ,242126,Babu. S,MALE,61,GENERAL,IND,Pencil box,197,0,197,0.09,0.08
13,132, DINDIGUL ,242126,Umar Ali. R,MALE,36,GENERAL,IND,Computer,100,3,103,0.05,0.04
14,132, DINDIGUL ,242126,Gopi Krishnan Pillai. S,MALE,58,GENERAL,RTSMJD,Ring,95,1,96,0.05,0.04
15,132, DINDIGUL ,242126,Saranya. M,FEMALE,33,SC,IND,Truck,87,1,88,0.04,0.04
16,132, DINDIGUL ,242126,Anis Babu. M,MALE,42,GENERAL,IND,Diamond,75,0,75,0.04,0.03
17,132, DINDIGUL ,242126,Arockia Dass. J,MALE,50,GENERAL,IND,Balloon,54,2,56,0.03,0.02
18,132, DINDIGUL ,242126,Karmegam. R,MALE,52,GENERAL,IND,Laptop,54,0,54,0.03,0.02
19,132, DINDIGUL ,242126,Ganesh Perumal. D,MALE,27,GENERAL,IND,Batsman,44,1,45,0.02,0.02
20,132, DINDIGUL ,242126,Rajendran. G,MALE,61,GENERAL,IND,Bat,37,1,38,0.02,0.02
21,132, DINDIGUL ,242126,Muniyappan. M,MALE,48,GENERAL,IND,Belt,32,0,32,0.02,0.01
1,133, VEDASANDUR ,243998,Saminathan. T,MALE,56,GENERAL,DMK,Rising sun,84196,752,84948,37.5,34.82
2,133, VEDASANDUR ,243998,Paramasivam. V.p.b.,MALE,45,GENERAL,ADMK,Two leaves,74188,697,74885,33.05,30.69
3,133, VEDASANDUR ,243998,Dr.nakajothi. N,FEMALE,48,GENERAL,TVK,Whistle,56444,360,56804,25.07,23.28
4,133, VEDASANDUR ,243998,Khaja Hussain Ahamed. A,MALE,27,GENERAL,NTK,Carrying,7000,95,7095,3.13,2.91
5,133, VEDASANDUR ,243998,Murugan. V,MALE,53,GENERAL,IND,Diamond,727,0,727,0.32,0.3
7,133, VEDASANDUR ,243998,Marimuthu. S,MALE,31,GENERAL,IND,Table,355,0,355,0.16,0.15
9,133, VEDASANDUR ,243998,Maneeshankar. M.g.,MALE,51,GENERAL,IND,Jackfruit,205,0,205,0.09,0.08
12,133, VEDASANDUR ,243998,Ramesh. T,MALE,33,GENERAL,tavk,Camera,131,0,131,0.06,0.05
13,133, VEDASANDUR ,243998,Selvaraj. V,MALE,55,GENERAL,IND,Computer,94,0,94,0.04,0.04
14,133, VEDASANDUR ,243998,Natchimuthu. R,MALE,40,GENERAL,IND,Box,77,1,78,0.03,0.03
15,133, VEDASANDUR ,243998,Suresh. B,MALE,32,GENERAL,IND,Bat,71,1,72,0.03,0.03
16,133, VEDASANDUR ,243998,Dhivakar. A,MALE,27,GENERAL,IND,Gift pack,54,1,55,0.02,0.02
1,134, ARAVAKURICHI ,195538,Elango. R,MALE,55,GENERAL,DMK,Rising sun,70058,769,70827,39.11,36.22
2,134, ARAVAKURICHI ,195538,Karthikeyan. P,MALE,58,GENERAL,TVK,Whistle,51118,327,51445,28.41,26.31
3,134, ARAVAKURICHI ,195538,Selvakumar. K,MALE,41,GENERAL,ADMK,Two leaves,48823,466,49289,27.22,25.21
4,134, ARAVAKURICHI ,195538,Naren. S,MALE,28,GENERAL,NTK,Carrying,5083,71,5154,2.85,2.64
6,134, ARAVAKURICHI ,195538,Ravi. Ag,MALE,56,GENERAL,tavk,Camera,392,6,398,0.22,0.2
7,134, ARAVAKURICHI ,195538,Suganya. S,FEMALE,32,SC,BSP,Elephant,354,5,359,0.2,0.18
9,134, ARAVAKURICHI ,195538,Natarajan. P,MALE,54,GENERAL,IND,Diamond,326,0,326,0.18,0.17
11,134, ARAVAKURICHI ,195538,Boopathy. S,MALE,33,SC,IND,Sitar,283,1,284,0.16,0.15
12,134, ARAVAKURICHI ,195538,Sowmiya. R,FEMALE,43,GENERAL,IND,Calculator,284,0,284,0.16,0.15
13,134, ARAVAKURICHI ,195538,Sakthivel. R,MALE,43,GENERAL,VKK,Gas cylinder,210,1,211,0.12,0.11
14,134, ARAVAKURICHI ,195538,Narendrakumar. G,MALE,30,GENERAL,IND,Black board,158,0,158,0.09,0.08
15,134, ARAVAKURICHI ,195538,Sivalingam. T,MALE,37,GENERAL,IND,Pen drive,120,2,122,0.07,0.06
16,134, ARAVAKURICHI ,195538,Silambarasan. P,MALE,39,SC,IND,Head phone,114,0,114,0.06,0.06
17,134, ARAVAKURICHI ,195538,Natchimuthu. V,MALE,54,SC,IND,Hand cart,92,0,92,0.05,0.05
19,134, ARAVAKURICHI ,195538,Rajasekaran. N,MALE,48,SC,IND,Water melon,70,0,70,0.04,0.04
20,134, ARAVAKURICHI ,195538,Kirubananth. S,MALE,37,GENERAL,IND,Cauliflower,61,0,61,0.03,0.03
21,134, ARAVAKURICHI ,195538,Arasumani. G,MALE,37,GENERAL,IND,Road roller,61,0,61,0.03,0.03
22,134, ARAVAKURICHI ,195538,Mathiyalagan. P,MALE,33,SC,IND,Telephone,58,0,58,0.03,0.03
23,134, ARAVAKURICHI ,195538,Rajendaran. N,MALE,48,GENERAL,IND,Gas Stove,56,0,56,0.03,0.03
24,134, ARAVAKURICHI ,195538,Arivalagan. M,MALE,67,GENERAL,IND,Bench,51,0,51,0.03,0.03
25,134, ARAVAKURICHI ,195538,Kaviyarasu. T,MALE,29,SC,IND,Scissors,49,1,50,0.03,0.03
26,134, ARAVAKURICHI ,195538,Kathiresan. M,MALE,29,GENERAL,IND,Flute,49,0,49,0.03,0.03
27,134, ARAVAKURICHI ,195538,Mohankumar. K,MALE,28,SC,IND,Batsman,47,0,47,0.03,0.02
28,134, ARAVAKURICHI ,195538,Praveen. S,MALE,27,GENERAL,IND,Truck,47,0,47,0.03,0.02
29,134, ARAVAKURICHI ,195538,Ramalingam. V,MALE,31,GENERAL,IND,Grapes,38,0,38,0.02,0.02
30,134, ARAVAKURICHI ,195538,Ragupathi. S,MALE,39,SC,IND,Electric pole,35,0,35,0.02,0.02
31,134, ARAVAKURICHI ,195538,Murugesan. R,MALE,34,GENERAL,IND,Baby walker,33,0,33,0.02,0.02
1,135, KARUR ,230068,M.r. Vijayabhaskar,MALE,62,GENERAL,ADMK,Two leaves,70887,655,71542,32.99,31.1
2,135, KARUR ,230068,Mathiyalagan V.p,MALE,50,GENERAL,TVK,Whistle,69333,388,69721,32.15,30.3
3,135, KARUR ,230068,Aasee.m. Thiagarajan,MALE,64,GENERAL,DMK,Rising sun,66432,824,67256,31.02,29.23
4,135, KARUR ,230068,Karuppaiya. R,MALE,60,GENERAL,NTK,Carrying,5390,75,5465,2.52,2.38
6,135, KARUR ,230068,Jayagopal. P,MALE,61,SC,BSP,Elephant,301,1,302,0.14,0.13
7,135, KARUR ,230068,Gunasekaran. K,MALE,62,GENERAL,tavk,Camera,250,2,252,0.12,0.11
8,135, KARUR ,230068,Kathirvel. K,MALE,45,GENERAL,IND,Bench,143,0,143,0.07,0.06
9,135, KARUR ,230068,Kandasamy. P,MALE,46,GENERAL,IND,Door bell,133,1,134,0.06,0.06
10,135, KARUR ,230068,Kathiravan. P,MALE,32,SC,IND,Table,103,0,103,0.05,0.04
11,135, KARUR ,230068,Ramachandran. A,MALE,50,SC,GPI,Lady finger,99,2,101,0.05,0.04
12,135, KARUR ,230068,Anbazhagan. T,MALE,37,GENERAL,IND,Diamond,65,2,67,0.03,0.03
13,135, KARUR ,230068,Elamathi. S,FEMALE,34,GENERAL,IND,Pen drive,59,0,59,0.03,0.03
14,135, KARUR ,230068,Krishnakumar. K,MALE,34,GENERAL,IND,Computer,53,0,53,0.02,0.02
17,135, KARUR ,230068,Asarudheen. A,MALE,29,GENERAL,IND,Harmonium,44,1,45,0.02,0.02
18,135, KARUR ,230068,Arulmaniarasu. P,MALE,37,GENERAL,IND,Diesel pump,43,0,43,0.02,0.02
20,135, KARUR ,230068,Praveenkumar. J,MALE,28,GENERAL,IND,Peas,36,1,37,0.02,0.02
21,135, KARUR ,230068,Kalairaj. K,MALE,35,SC,IND,Water melon,35,0,35,0.02,0.02
22,135, KARUR ,230068,Karunamoorthy. S,MALE,37,SC,IND,racket &,34,0,34,0.02,0.01
23,135, KARUR ,230068,Anbarasan. N,MALE,32,GENERAL,IND,Jackfruit,30,0,30,0.01,0.01
24,135, KARUR ,230068,Senbagakumar. L,MALE,31,GENERAL,IND,Grapes,27,1,28,0.01,0.01
25,135, KARUR ,230068,Mailvaganan. B,MALE,48,SC,IND,Sitar,28,0,28,0.01,0.01
26,135, KARUR ,230068,Seetha Lakshmi. D,FEMALE,33,GENERAL,IND,T.V. Remote,28,0,28,0.01,0.01
28,135, KARUR ,230068,Kanagaraj. S,MALE,41,GENERAL,IND,Tiller,27,0,27,0.01,0.01
29,135, KARUR ,230068,Sivakumar. N,MALE,59,GENERAL,IND,Laptop,24,3,27,0.01,0.01
31,135, KARUR ,230068,Muthu. K.r,MALE,38,GENERAL,IND,Scissors,23,0,23,0.01,0.01
32,135, KARUR ,230068,Sivakumar. V,MALE,45,GENERAL,IND,Chess board,19,2,21,0.01,0.01
33,135, KARUR ,230068,Mohamad Ismail. M,MALE,27,GENERAL,IND,Mike,21,0,21,0.01,0.01
35,135, KARUR ,230068,Hariharan. S,MALE,39,GENERAL,IND,Well,20,0,20,0.01,0.01
36,135, KARUR ,230068,Bharathi. P,MALE,41,GENERAL,IND,Balloon,19,0,19,0.01,0.01
37,135, KARUR ,230068,Devastin Augustin. G,MALE,43,GENERAL,IND,Tooth paste,18,0,18,0.01,0.01
38,135, KARUR ,230068,Palamuthir Selvan. O,MALE,50,SC,IND,Ship,17,0,17,0.01,0.01
39,135, KARUR ,230068,Sivakumar. A,MALE,46,SC,IND,Matchbox,17,0,17,0.01,0.01
40,135, KARUR ,230068,Mariammal. P.m,FEMALE,35,SC,IND,Box,16,0,16,0.01,0.01
41,135, KARUR ,230068,Kalimuthu. R,MALE,40,SC,IND,Hand cart,16,0,16,0.01,0.01
42,135, KARUR ,230068,Suriyakumar. J,MALE,31,SC,IND,Funnel,16,0,16,0.01,0.01
43,135, KARUR ,230068,Stephenraj. L,MALE,31,SC,IND,Helmet,15,0,15,0.01,0.01
44,135, KARUR ,230068,Sathish Kumar. S,MALE,35,GENERAL,IND,Gramophone,15,0,15,0.01,0.01
45,135, KARUR ,230068,Dinesh Kumar. K,MALE,26,GENERAL,IND,Coat,14,0,14,0.01,0.01
46,135, KARUR ,230068,Nandhakumar. A,MALE,26,GENERAL,IND,Brief case,14,0,14,0.01,0.01
47,135, KARUR ,230068,Vanitha. K.m,FEMALE,42,SC,IND,Flute,14,0,14,0.01,0.01
49,135, KARUR ,230068,Soundaryan. K,MALE,27,SC,IND,Black board,13,0,13,0.01,0.01
50,135, KARUR ,230068,Sathish. P,MALE,36,GENERAL,IND,Ring,12,0,12,0.01,0.01
51,135, KARUR ,230068,Yoonus Ali. R,MALE,36,GENERAL,IND,Cake,11,0,11,0.01,0
53,135, KARUR ,230068,Thiyagarajan. M,MALE,69,GENERAL,IND,Lighter,11,0,11,0.01,0
54,135, KARUR ,230068,Palanirajan. K,MALE,46,GENERAL,IND,Refrigerator,11,0,11,0.01,0
55,135, KARUR ,230068,Kanagaraj. P,MALE,35,GENERAL,IND,Pen stand,11,0,11,0.01,0
56,135, KARUR ,230068,Thirugnanam. M,MALE,30,SC,IND,Nail cutter,10,0,10,0,0
57,135, KARUR ,230068,Vijaya Baskar. R.v,MALE,61,GENERAL,IND,Brush,9,0,9,0,0
58,135, KARUR ,230068,Saravanan. R,MALE,53,SC,IND,Gas Stove,9,0,9,0,0
61,135, KARUR ,230068,Thangavelraj. S,MALE,60,SC,IND,Chimney,8,0,8,0,0
62,135, KARUR ,230068,Senthilkumar. G,MALE,47,GENERAL,IND,Bat,8,0,8,0,0
63,135, KARUR ,230068,Karthikperumal. R,MALE,33,GENERAL,IND,Letter box,8,0,8,0,0
64,135, KARUR ,230068,Rajapandian. K,MALE,30,SC,IND,Hour glass,8,0,8,0,0
65,135, KARUR ,230068,Dinesh. B,MALE,36,GENERAL,IND,Bangles,8,0,8,0,0
66,135, KARUR ,230068,Senthilkumar. M,MALE,35,SC,IND,Chakki,8,0,8,0,0
67,135, KARUR ,230068,Daniya. P,FEMALE,47,GENERAL,IND,Gas cylinder,7,0,7,0,0
68,135, KARUR ,230068,Prasanth. S,MALE,33,SC,IND,Television,5,0,5,0,0
69,135, KARUR ,230068,Manikandan,MALE,43,GENERAL,IND,Capsicum,5,0,5,0,0
70,135, KARUR ,230068,Duraisamy. J,MALE,42,GENERAL,IND,Chain,5,0,5,0,0
72,135, KARUR ,230068,Mathanraj. P,MALE,29,GENERAL,IND,Ludo,5,0,5,0,0
73,135, KARUR ,230068,Baskar. P,MALE,55,GENERAL,IND,Batsman,4,0,4,0,0
76,135, KARUR ,230068,Vijayan. K,MALE,40,GENERAL,IND,Electric pole,4,0,4,0,0
78,135, KARUR ,230068,Soundara Rajan. R,MALE,63,GENERAL,IND,Stool,2,1,3,0,0
80,135, KARUR ,230068,Vigneshwaran. D,MALE,34,SC,IND,Calculator,2,0,2,0,0
1,136, KRISHNARAYAPURAM (SC) ,203090,Sathya. M,FEMALE,39,SC,TVK,Whistle,61989,389,62378,32.94,30.71
2,136, KRISHNARAYAPURAM (SC) ,203090,Dr. Dhivya. S,FEMALE,38,SC,ADMK,Two leaves,58372,503,58875,31.09,28.99
3,136, KRISHNARAYAPURAM (SC) ,203090,Raja. C.k,MALE,38,SC,DMK,Rising sun,56628,664,57292,30.26,28.21
4,136, KRISHNARAYAPURAM (SC) ,203090,Sathiya. V,FEMALE,32,SC,NTK,Carrying,6018,84,6102,3.22,3
7,136, KRISHNARAYAPURAM (SC) ,203090,Gomathi. M,FEMALE,40,SC,BSP,Elephant,305,1,306,0.16,0.15
9,136, KRISHNARAYAPURAM (SC) ,203090,Manickavel. R,MALE,43,SC,IND,Diamond,266,1,267,0.14,0.13
10,136, KRISHNARAYAPURAM (SC) ,203090,Naveenth. M,MALE,28,SC,IND,Chess board,256,1,257,0.14,0.13
12,136, KRISHNARAYAPURAM (SC) ,203090,Prasanth. D,MALE,32,SC,IND,Cauliflower,228,0,228,0.12,0.11
13,136, KRISHNARAYAPURAM (SC) ,203090,Sakthivel. A,MALE,41,SC,IND,Television,225,1,226,0.12,0.11
14,136, KRISHNARAYAPURAM (SC) ,203090,Senthil. P.m,MALE,42,SC,IND,Bat,209,3,212,0.11,0.1
15,136, KRISHNARAYAPURAM (SC) ,203090,Selvakumar. S,MALE,52,SC,IND,Matchbox,204,1,205,0.11,0.1
16,136, KRISHNARAYAPURAM (SC) ,203090,Ganesan. P,MALE,43,SC,IND,Computer,172,0,172,0.09,0.08
18,136, KRISHNARAYAPURAM (SC) ,203090,Saravanan. V,MALE,49,SC,tavk,Camera,167,0,167,0.09,0.08
20,136, KRISHNARAYAPURAM (SC) ,203090,Dinesh Kumar.a,MALE,34,SC,IND,Ring,123,0,123,0.06,0.06
21,136, KRISHNARAYAPURAM (SC) ,203090,Vimalraj. S,MALE,33,SC,IND,Telephone,121,0,121,0.06,0.06
22,136, KRISHNARAYAPURAM (SC) ,203090,Soundrapandian. S,MALE,56,SC,GPI,Lady finger,116,2,118,0.06,0.06
23,136, KRISHNARAYAPURAM (SC) ,203090,Dinesh Kumar. N,MALE,35,SC,IND,Laptop,116,0,116,0.06,0.06
24,136, KRISHNARAYAPURAM (SC) ,203090,Muruganandham. P.k,MALE,44,SC,IND,Harmonium,92,0,92,0.05,0.05
26,136, KRISHNARAYAPURAM (SC) ,203090,Baby. P,FEMALE,45,SC,IND,Bench,70,1,71,0.04,0.03
27,136, KRISHNARAYAPURAM (SC) ,203090,Indragandhi. P,FEMALE,41,SC,IND,Jackfruit,68,0,68,0.04,0.03
28,136, KRISHNARAYAPURAM (SC) ,203090,Mahamuni. A,MALE,42,SC,IND,Biscuit,63,1,64,0.03,0.03
29,136, KRISHNARAYAPURAM (SC) ,203090,Porselvan. B.s,MALE,41,SC,IND,Gift pack,45,0,45,0.02,0.02
1,137, KULITHALAI ,223376,Suriyanur. A. Chandran,MALE,59,GENERAL,DMK,Rising sun,67204,934,68138,32.59,30.5
2,137, KULITHALAI ,223376,G.balasubramani,MALE,49,GENERAL,TVK,Whistle,67162,397,67559,32.31,30.24
3,137, KULITHALAI ,223376,S.karunakaran,MALE,65,GENERAL,ADMK,Two leaves,59791,526,60317,28.85,27
4,137, KULITHALAI ,223376,Selva.nanmaaran,MALE,43,GENERAL,NTK,Carrying,7870,108,7978,3.82,3.57
6,137, KULITHALAI ,223376,S.senthilkumar,MALE,46,SC,IND,Batsman,606,1,607,0.29,0.27
7,137, KULITHALAI ,223376,V.chinnasamy,MALE,63,SC,IND,Box,487,1,488,0.23,0.22
8,137, KULITHALAI ,223376,P.selvakumar,MALE,40,GENERAL,IND,Almirah,452,0,452,0.22,0.2
9,137, KULITHALAI ,223376,D.saravanan,MALE,40,SC,IND,Baby walker,380,1,381,0.18,0.17
10,137, KULITHALAI ,223376,P.murugan,MALE,41,SC,GPI,Lady finger,328,2,330,0.16,0.15
12,137, KULITHALAI ,223376,T.selvaraj,MALE,70,SC,IND,Helmet,217,0,217,0.1,0.1
13,137, KULITHALAI ,223376,J.santhosh Kumar,MALE,26,GENERAL,IND,Black board,206,0,206,0.1,0.09
14,137, KULITHALAI ,223376,K.hakkim,MALE,36,GENERAL,IND,Balloon,182,0,182,0.09,0.08
16,137, KULITHALAI ,223376,Chandrasekar.p,MALE,45,GENERAL,IND,Gas cylinder,132,1,133,0.06,0.06
17,137, KULITHALAI ,223376,M.vadivelan,MALE,34,GENERAL,IND,Brush,117,0,117,0.06,0.05
18,137, KULITHALAI ,223376,M.arunkumar,MALE,37,GENERAL,IND,Bread,113,0,113,0.05,0.05
19,137, KULITHALAI ,223376,O.kathalingam,MALE,44,GENERAL,IND,Camera,95,0,95,0.05,0.04
20,137, KULITHALAI ,223376,M.gayathiri,FEMALE,27,SC,IND,Brief case,82,2,84,0.04,0.04
21,137, KULITHALAI ,223376,B.kajahmohideen,MALE,53,GENERAL,IND,Bangles,79,4,83,0.04,0.04
22,137, KULITHALAI ,223376,T.muruganantham,MALE,42,SC,IND,Television,82,0,82,0.04,0.04
24,137, KULITHALAI ,223376,S.imrankhan,MALE,43,GENERAL,IND,Belt,67,1,68,0.03,0.03
25,137, KULITHALAI ,223376,M.tamilselvan,MALE,49,SC,IND,Biscuit,66,1,67,0.03,0.03
26,137, KULITHALAI ,223376,N.ramakrishnan,MALE,36,GENERAL,IND,Bat,63,0,63,0.03,0.03
27,137, KULITHALAI ,223376,R.arunkumar,MALE,32,GENERAL,IND,Bucket,53,0,53,0.03,0.02
28,137, KULITHALAI ,223376,M.mayilvaganan,MALE,50,GENERAL,IND,Cake,46,0,46,0.02,0.02
30,137, KULITHALAI ,223376,J.pradhap,MALE,32,GENERAL,IND,Bench,35,1,36,0.02,0.02
1,138, MANAPPARAI ,268165,R. Kathiravan,MALE,33,GENERAL,TVK,Whistle,82268,773,83041,34.43,30.97
2,138, MANAPPARAI ,268165,Dr. Pl. Vijayakumar,MALE,48,GENERAL,ADMK,Two leaves,80601,1014,81615,33.83,30.43
3,138, MANAPPARAI ,268165,P. Abdul Samed,MALE,57,GENERAL,DMK,Rising sun,60142,1213,61355,25.44,22.88
4,138, MANAPPARAI ,268165,M. Arunagiri,MALE,36,GENERAL,NTK,Carrying,9911,159,10070,4.17,3.76
7,138, MANAPPARAI ,268165,P. Vijayakumar,MALE,42,GENERAL,IND,Balloon,595,0,595,0.25,0.22
8,138, MANAPPARAI ,268165,Rajesh .m,MALE,27,GENERAL,IND,racket &,552,2,554,0.23,0.21
9,138, MANAPPARAI ,268165,Sarphudin,MALE,67,GENERAL,IND,Television,332,1,333,0.14,0.12
11,138, MANAPPARAI ,268165,M. Karuppan,MALE,31,GENERAL,IND,Diamond,273,1,274,0.11,0.1
12,138, MANAPPARAI ,268165,A. Senthil Kumar,MALE,41,GENERAL,IND,Gift pack,271,1,272,0.11,0.1
13,138, MANAPPARAI ,268165,Periyakka,FEMALE,53,GENERAL,IND,Matchbox,236,2,238,0.1,0.09
14,138, MANAPPARAI ,268165,P. Chinnan,MALE,51,GENERAL,IND,Cake,166,17,183,0.08,0.07
15,138, MANAPPARAI ,268165,Kathiravan .m,MALE,29,GENERAL,IND,Ship,178,2,180,0.07,0.07
16,138, MANAPPARAI ,268165,M. Vijaya Kumar,MALE,63,SC,IND,Scissors,172,1,173,0.07,0.06
